Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Pseudoclavibacter caeni	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter_A;s__Pseudoclavibacter_A caeni	g__Pseudoclavibacter_A	s__Pseudoclavibacter_A caeni	RS_GCF_008831125.1	f	aerobe	aerobe	2989
Veillonella seminalis	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A seminalis	g__Veillonella_A	s__Veillonella_A seminalis	RS_GCF_003992065.1	f	anaerobe	anaerobe	2987
Archaeoglobus sulfaticallidus	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sulfaticallidus	g__Archaeoglobus_A	s__Archaeoglobus_A sulfaticallidus	RS_GCF_000385565.1	f	anaerobe	anaerobe	2986
Trichococcus palustris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus palustris	g__Trichococcus	s__Trichococcus palustris	RS_GCF_900114465.1	f	microaerophile	aerobe	2982
Pseudomonas balearica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A balearica	g__Pseudomonas_A	s__Pseudomonas_A balearica	RS_GCF_000818015.1	f	aerobe	aerobe	2981
Capnocytophaga haemolytica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga haemolytica	g__Capnocytophaga	s__Capnocytophaga haemolytica	RS_GCF_001553545.1	f	facultative anaerobe	aerobe	2977
Leptospira idonii	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__Leptospira_A idonii	g__Leptospira_A	s__Leptospira_A idonii	RS_GCF_004770995.1	f	aerobe	aerobe	2976
Kosakonia arachidis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia arachidis	g__Kosakonia	s__Kosakonia arachidis	RS_GCF_900116535.1	f	aerobe	aerobe	2976
Methanoculleus thermophilus	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus thermophilus	g__Methanoculleus	s__Methanoculleus thermophilus	RS_GCF_001571405.1	f	anaerobe	anaerobe	2973
Thauera linaloolentis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera linaloolentis	g__Thauera	s__Thauera linaloolentis	RS_GCF_000310205.1	f	aerobe	aerobe	2973
Spirosoma endophyticum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__Spirosoma endophyticum	g__Spirosoma	s__Spirosoma endophyticum	RS_GCF_900112365.1	f	aerobe	aerobe	2970
Candidimonas bauzanensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Candidimonas_A;s__Candidimonas_A bauzanensis	g__Candidimonas_A	s__Candidimonas_A bauzanensis	RS_GCF_900129885.1	f	facultative anaerobe	aerobe	2966
Campylobacter rectus	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	g__Campylobacter_A	s__Campylobacter_A rectus	RS_GCF_004803795.1	f	anaerobe	anaerobe	2961
Jeotgalicoccus pinnipedialis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Salinicoccaceae;g__Jeotgalicoccus_A;s__Jeotgalicoccus_A pinnipedialis	g__Jeotgalicoccus_A	s__Jeotgalicoccus_A pinnipedialis	RS_GCF_903994035.1	f	aerobe,facultative anaerobe,microaerophile	aerobe	2958
Clostridium jeddahense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_E;s__Clostridium_E jeddahense	g__Clostridium_E	s__Clostridium_E jeddahense	RS_GCF_000577335.1	f	anaerobe	anaerobe	2955
Bordetella bronchialis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C bronchialis	g__Bordetella_C	s__Bordetella_C bronchialis	RS_GCF_001676705.1	f	aerobe	aerobe	2955
Nakamurella silvestris	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella silvestris	g__Nakamurella	s__Nakamurella silvestris	RS_GCF_003576535.1	f	aerobe,microaerophile	aerobe	2952
Desulfobulbus elongatus	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus elongatus	g__Desulfobulbus	s__Desulfobulbus elongatus	RS_GCF_000621145.1	f	anaerobe	anaerobe	2951
Alicyclobacillus macrosporangiidus	d__Bacteria;p__Firmicutes;c__Alicyclobacillia;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Alicyclobacillus_H;s__Alicyclobacillus_H macrosporangiidus	g__Alicyclobacillus_H	s__Alicyclobacillus_H macrosporangiidus	RS_GCF_900116805.1	f	aerobe	aerobe	2945
Streptomyces paucisporeus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces_B;s__Streptomyces_B paucisporeus	g__Streptomyces_B	s__Streptomyces_B paucisporeus	RS_GCF_900142575.1	f	aerobe	aerobe	2938
Aquimarina agarilytica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina agarilytica	g__Aquimarina	s__Aquimarina agarilytica	RS_GCF_000255455.1	f	aerobe	aerobe	2937
Enterococcus alcedinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_I;s__Enterococcus_I alcedinis	g__Enterococcus_I	s__Enterococcus_I alcedinis	GB_GCA_014635985.1	f	facultative anaerobe	aerobe	2936
Aquamicrobium aerolatum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquamicrobium_A;s__Aquamicrobium_A aerolatum	g__Aquamicrobium_A	s__Aquamicrobium_A aerolatum	RS_GCF_900113935.1	f	aerobe	aerobe	2936
Oleiagrimonas citrea	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Oleiagrimonas;s__Oleiagrimonas citrea	g__Oleiagrimonas	s__Oleiagrimonas citrea	RS_GCF_012395255.1	f	aerobe	aerobe	2934
Stenotrophomonas chelatiphaga	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas chelatiphaga	g__Stenotrophomonas	s__Stenotrophomonas chelatiphaga	RS_GCF_001431535.1	f	aerobe	aerobe	2934
Dermacoccus abyssi	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Dermacoccus;s__Dermacoccus abyssi	g__Dermacoccus	s__Dermacoccus abyssi	RS_GCF_003515945.1	f	aerobe,microaerophile	aerobe	2933
Lactococcus chungangensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus_A;s__Lactococcus_A chungangensis	g__Lactococcus_A	s__Lactococcus_A chungangensis	RS_GCF_002441885.1	f	facultative anaerobe,microaerophile	aerobe	2925
Rhodanobacter thiooxydans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter thiooxydans	g__Rhodanobacter	s__Rhodanobacter thiooxydans	RS_GCF_000264375.1	f	aerobe	aerobe	2925
Clostridium perfringens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens	g__Clostridium_P	s__Clostridium_P perfringens	RS_GCF_000013285.1	f	anaerobe,obligate anaerobe	anaerobe	2924
Flavivirga eckloniae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga eckloniae	g__Flavivirga	s__Flavivirga eckloniae	RS_GCF_002886045.1	f	aerobe	aerobe	2923
Limnohabitans parvus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__Limnohabitans_A parvus	g__Limnohabitans_A	s__Limnohabitans_A parvus	RS_GCF_003063455.1	f	aerobe,facultative anaerobe	aerobe	2922
Halopelagius longus	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius longus	g__Halopelagius	s__Halopelagius longus	RS_GCF_900100875.1	f	aerobe	aerobe	2922
Alicyclobacillus acidiphilus	d__Bacteria;p__Firmicutes;c__Alicyclobacillia;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__Alicyclobacillus acidiphilus	g__Alicyclobacillus	s__Alicyclobacillus acidiphilus	RS_GCF_001544355.1	f	aerobe	aerobe	2921
Peptoniphilus senegalensis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A senegalensis	g__Peptoniphilus_A	s__Peptoniphilus_A senegalensis	RS_GCF_000321025.1	f	obligate anaerobe	anaerobe	2914
Atopobium deltae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium deltae	g__Atopobium	s__Atopobium deltae	RS_GCF_001552785.1	f	anaerobe,obligate anaerobe	anaerobe	2914
Arthrobacter alpinus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_A;s__Arthrobacter_A alpinus	g__Arthrobacter_A	s__Arthrobacter_A alpinus	RS_GCF_900105965.1	f	aerobe	aerobe	2913
Sulfurospirillum arcachonense	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__Sulfurospirillum_A arcachonense	g__Sulfurospirillum_A	s__Sulfurospirillum_A arcachonense	RS_GCF_000597725.1	f	anaerobe	anaerobe	2912
Colwellia aestuarii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia aestuarii	g__Cognaticolwellia	s__Cognaticolwellia aestuarii	RS_GCF_002000025.1	f	anaerobe	anaerobe	2905
Paenibacillus marchantiophytorum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_E;s__Paenibacillus_E marchantiophytorum	g__Paenibacillus_E	s__Paenibacillus_E marchantiophytorum	GB_GCA_014640555.1	f	aerobe	aerobe	2903
Leisingera caerulea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera caerulea	g__Leisingera	s__Leisingera caerulea	RS_GCF_000473325.1	f	aerobe	aerobe	2901
Niabella yanshanensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__Niabella yanshanensis	g__Niabella	s__Niabella yanshanensis	RS_GCF_003349965.1	f	aerobe	aerobe	2900
Microvirga guangxiensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__Microvirga guangxiensis	g__Microvirga	s__Microvirga guangxiensis	RS_GCF_900102135.1	f	aerobe	aerobe	2897
Ectothiorhodospira marina	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira marina	g__Ectothiorhodospira	s__Ectothiorhodospira marina	RS_GCF_900109495.1	f	anaerobe	anaerobe	2897
Mycoplasma amphoriforme	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Mycoplasmoides;s__Mycoplasmoides amphoriforme	g__Mycoplasmoides	s__Mycoplasmoides amphoriforme	GB_GCA_000723365.1	f	facultative anaerobe	aerobe	2896
Clostridium sulfidigenes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sulfidigenes	g__Clostridium_J	s__Clostridium_J sulfidigenes	RS_GCF_000732635.1	f	anaerobe	anaerobe	2891
Paludibacterium purpuratum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__Paludibacterium purpuratum	g__Paludibacterium	s__Paludibacterium purpuratum	RS_GCF_004363805.1	f	facultative anaerobe	aerobe	2891
Natronobacterium texcoconense	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronobacterium_A;s__Natronobacterium_A texcoconense	g__Natronobacterium_A	s__Natronobacterium_A texcoconense	RS_GCF_900104065.1	f	aerobe	aerobe	2888
Methanobrevibacter thaueri	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A thaueri	g__Methanobrevibacter_A	s__Methanobrevibacter_A thaueri	RS_GCF_003111625.1	f	anaerobe	anaerobe	2883
Moraxella atlantae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A atlantae	g__Moraxella_A	s__Moraxella_A atlantae	RS_GCF_001591265.1	f	aerobe,microaerophile	aerobe	2877
Dechloromonas denitrificans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus denitrificans	g__Azonexus	s__Azonexus denitrificans	RS_GCF_001551835.1	f	facultative anaerobe	aerobe	2869
Intrasporangium oryzae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Humihabitans;s__Humihabitans oryzae	g__Humihabitans	s__Humihabitans oryzae	RS_GCF_000576595.1	f	aerobe	aerobe	2865
Sulfuriferula thiophila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__Sulfuriferula_A;s__Sulfuriferula_A thiophila	g__Sulfuriferula_A	s__Sulfuriferula_A thiophila	RS_GCF_003864975.1	f	aerobe	aerobe	2863
Clostridium acidisoli	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I acidisoli	g__Clostridium_I	s__Clostridium_I acidisoli	RS_GCF_900176305.1	f	anaerobe	anaerobe	2860
Rhizomicrobium electricum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium electricum	g__Rhizomicrobium	s__Rhizomicrobium electricum	RS_GCF_011762045.1	f	obligate anaerobe	anaerobe	2858
Aureimonas endophytica	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas_A;s__Aureimonas_A endophytica	g__Aureimonas_A	s__Aureimonas_A endophytica	GB_GCA_014642635.1	f	aerobe	aerobe	2852
Actinomadura flavalba	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Spirillospora;s__Spirillospora flavalba	g__Spirillospora	s__Spirillospora flavalba	RS_GCF_000374305.1	f	aerobe	aerobe	2850
Listeria ivanovii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria ivanovii	g__Listeria	s__Listeria ivanovii	RS_GCF_900187025.1	f	aerobe	aerobe	2848
Tepidimonas aquatica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Tepidimonas;s__Tepidimonas aquatica	g__Tepidimonas	s__Tepidimonas aquatica	RS_GCF_007556585.1	f	aerobe,microaerophile	aerobe	2844
Filomicrobium insigne	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__Filomicrobium insigne	g__Filomicrobium	s__Filomicrobium insigne	RS_GCF_900104305.1	f	aerobe	aerobe	2844
Syntrophomonas zehnderi	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas_B;s__Syntrophomonas_B zehnderi	g__Syntrophomonas_B	s__Syntrophomonas_B zehnderi	RS_GCF_000983115.1	f	anaerobe	anaerobe	2842
Actinopolymorpha rutila	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Actinopolymorphaceae;g__Actinopolymorpha;s__Actinopolymorpha rutila	g__Actinopolymorpha	s__Actinopolymorpha rutila	RS_GCF_013407855.1	f	aerobe	aerobe	2837
Propionispira raffinosivorans	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__Propionispira raffinosivorans	g__Propionispira	s__Propionispira raffinosivorans	RS_GCF_000381065.1	f	anaerobe	anaerobe	2836
Methylovulum psychrotolerans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;s__Methylovulum psychrotolerans	g__Methylovulum	s__Methylovulum psychrotolerans	RS_GCF_002923755.1	f	aerobe	aerobe	2831
Hydrotalea sandarakina	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea sandarakina	g__Hydrotalea	s__Hydrotalea sandarakina	RS_GCF_003254115.1	f	aerobe	aerobe	2831
Euzebya rosea	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Euzebyales;f__Euzebyaceae;g__Euzebya;s__Euzebya rosea	g__Euzebya	s__Euzebya rosea	RS_GCF_003073135.1	f	aerobe	aerobe	2826
Pelistega suis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelistega;s__Pelistega suis	g__Pelistega	s__Pelistega suis	RS_GCF_013133795.1	f	aerobe	aerobe	2826
Gramella portivictoriae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella portivictoriae	g__Gramella	s__Gramella portivictoriae	RS_GCF_000423045.1	f	aerobe	aerobe	2825
Pseudoruegeria haliotis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tropicimonas;s__Tropicimonas haliotis	g__Tropicimonas	s__Tropicimonas haliotis	RS_GCF_003003255.1	f	aerobe	aerobe	2824
Thioalkalivibrio sulfidiphilus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A sulfidiphilus	g__Thioalkalivibrio_A	s__Thioalkalivibrio_A sulfidiphilus	RS_GCF_000021985.1	f	aerobe	aerobe	2823
Pseudomonas furukawaii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F furukawaii	g__Pseudomonas_F	s__Pseudomonas_F furukawaii	RS_GCF_002355475.1	f	aerobe	aerobe	2820
Peptoniphilus catoniae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_E;s__Peptoniphilus_E catoniae	g__Peptoniphilus_E	s__Peptoniphilus_E catoniae	RS_GCF_901447155.2	f	anaerobe,obligate anaerobe	anaerobe	2820
Kaistia hirudinis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__Kaistia;s__Kaistia hirudinis	g__Kaistia	s__Kaistia hirudinis	RS_GCF_014196455.1	f	aerobe	aerobe	2819
Rhizobium azooxidifex	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mycoplana;s__Mycoplana azooxidifex	g__Mycoplana	s__Mycoplana azooxidifex	RS_GCF_014196765.1	f	facultative anaerobe	aerobe	2819
Salipaludibacillus neizhouensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Salipaludibacillus;s__Salipaludibacillus neizhouensis	g__Salipaludibacillus	s__Salipaludibacillus neizhouensis	RS_GCF_002886185.1	f	aerobe,facultative anaerobe	aerobe	2815
Janibacter melonis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter;s__Janibacter melonis	g__Janibacter	s__Janibacter melonis	RS_GCF_003721155.3	f	aerobe	aerobe	2814
Pseudooceanicola nitratireducens	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola nitratireducens	g__Pseudooceanicola	s__Pseudooceanicola nitratireducens	RS_GCF_900109195.1	f	aerobe	aerobe	2810
Muricauda lutea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceivirga;s__Croceivirga lutea	g__Croceivirga	s__Croceivirga lutea	RS_GCF_014235875.1	f	obligate aerobe	aerobe	2809
Halomonas lutea	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_C;s__Halomonas_C lutea	g__Halomonas_C	s__Halomonas_C lutea	RS_GCF_000378505.1	f	aerobe	aerobe	2809
Thermodesulfatator autotrophicus	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatator autotrophicus	g__Thermodesulfatator	s__Thermodesulfatator autotrophicus	RS_GCF_001642325.1	f	obligate anaerobe	anaerobe	2808
Gracilimonas mengyeensis	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas mengyeensis	g__Gracilimonas	s__Gracilimonas mengyeensis	RS_GCF_900182705.1	f	facultative anaerobe	aerobe	2808
Gemella sanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella sanguinis	g__Gemella	s__Gemella sanguinis	RS_GCF_000701685.1	f	microaerophile	aerobe	2801
Polaribacter tangerinus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter tangerinus	g__Polaribacter	s__Polaribacter tangerinus	RS_GCF_002201235.1	f	aerobe	aerobe	2794
Kordia antarctica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__Kordia antarctica	g__Kordia	s__Kordia antarctica	RS_GCF_009901525.1	f	facultative anaerobe	aerobe	2788
Desulfurococcus amylolyticus	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus amylolyticus	g__Desulfurococcus	s__Desulfurococcus amylolyticus	RS_GCF_000513855.1	f	anaerobe,obligate anaerobe	anaerobe	2784
Ochrobactrum gallinifaecis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Ochrobactrum_A;s__Ochrobactrum_A gallinifaecis	g__Ochrobactrum_A	s__Ochrobactrum_A gallinifaecis	RS_GCF_006476605.1	f	aerobe	aerobe	2783
Rufibacter glacialis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Rufibacter;s__Rufibacter glacialis	g__Rufibacter	s__Rufibacter glacialis	RS_GCF_008271745.1	f	aerobe	aerobe	2777
Paenibacillus humicus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_O;s__Paenibacillus_O humicus	g__Paenibacillus_O	s__Paenibacillus_O humicus	RS_GCF_004000905.1	f	aerobe	aerobe	2776
Clostridium luticellarii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B luticellarii	g__Clostridium_B	s__Clostridium_B luticellarii	RS_GCF_002995845.1	f	anaerobe	anaerobe	2763
Methanococcus voltae	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus voltae	g__Methanococcus	s__Methanococcus voltae	RS_GCF_000006175.1	f	anaerobe	anaerobe	2763
Chlorobaculum limnaeum	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum limnaeum	g__Chlorobaculum	s__Chlorobaculum limnaeum	RS_GCF_001747405.1	f	anaerobe,obligate anaerobe	anaerobe	2760
Sphingopyxis alaskensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis	g__Sphingopyxis	s__Sphingopyxis alaskensis	RS_GCF_000013985.1	f	aerobe	aerobe	2755
Paenibacillus pectinilyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_E;s__Paenibacillus_E pectinilyticus	g__Paenibacillus_E	s__Paenibacillus_E pectinilyticus	RS_GCF_001700435.1	f	microaerophile	aerobe	2752
Granulicella rosea	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__Granulicella_C rosea	g__Granulicella_C	s__Granulicella_C rosea	RS_GCF_900188085.1	f	obligate aerobe	aerobe	2751
Vallitalea guaymasensis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Vallitalea;s__Vallitalea guaymasensis	g__Vallitalea	s__Vallitalea guaymasensis	RS_GCF_003313305.1	f	anaerobe	anaerobe	2748
Mucispirillum schaedleri	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri	g__Mucispirillum	s__Mucispirillum schaedleri	RS_GCF_000487995.1	f	anaerobe	anaerobe	2747
